出發機場,航空公司,航點,機型,簡化機型
HND,全日本空輸,法蘭克福,波音777-8F,B777
HND,全日本空輸,巴黎-戴高樂,空中巴士A320-271N,A320
HND,全日本空輸,巴黎-戴高樂,空中巴士A321-211,A321
HND,全日本空輸,巴黎-戴高樂,空中巴士A321-272N,A321
HND,全日本空輸,巴黎-戴高樂,空中巴士A380-841,A380
HND,全日本空輸,巴黎-戴高樂,波音737-881/8AL(WL),B737
HND,全日本空輸,巴黎-戴高樂,波音737 MAX 8,B737
HND,全日本空輸,巴黎-戴高樂,波音767-381ER,B767
HND,全日本空輸,巴黎-戴高樂,波音777-281,B777
HND,全日本空輸,巴黎-戴高樂,波音777-281ER,B777
HND,全日本空輸,巴黎-戴高樂,波音777-381,B777
HND,全日本空輸,巴黎-戴高樂,波音777-300/381ER,B777
HND,全日本空輸,巴黎-戴高樂,波音777-9,B777
HND,全日本空輸,巴黎-戴高樂,波音787-8,B787
HND,全日本空輸,巴黎-戴高樂,波音787-9,B787
HND,全日本空輸,巴黎-戴高樂,波音787-10,B787
HND,全日本空輸,巴黎-戴高樂,巴西航太工業 E190-E2,E190
HND,全日本空輸,巴黎-戴高樂,波音767-381ER(BCF),B767
HND,全日本空輸,巴黎-戴高樂,波音767-316/381F,B767
HND,全日本空輸,巴黎-戴高樂,波音777-F,B777
HND,全日本空輸,巴黎-戴高樂,波音777-8F,B777
HND,全日本空輸,倫敦-希斯路,空中巴士A320-271N,A320
HND,全日本空輸,倫敦-希斯路,空中巴士A321-211,A321
HND,全日本空輸,倫敦-希斯路,空中巴士A321-272N,A321
HND,全日本空輸,倫敦-希斯路,空中巴士A380-841,A380
HND,全日本空輸,倫敦-希斯路,波音737-881/8AL(WL),B737
HND,全日本空輸,倫敦-希斯路,波音737 MAX 8,B737
HND,全日本空輸,倫敦-希斯路,波音767-381ER,B767
HND,全日本空輸,倫敦-希斯路,波音777-281,B777
HND,全日本空輸,倫敦-希斯路,波音777-281ER,B777
HND,全日本空輸,倫敦-希斯路,波音777-381,B777
HND,全日本空輸,倫敦-希斯路,波音777-300/381ER,B777
HND,全日本空輸,倫敦-希斯路,波音777-9,B777
HND,全日本空輸,倫敦-希斯路,波音787-8,B787
HND,全日本空輸,倫敦-希斯路,波音787-9,B787
HND,全日本空輸,倫敦-希斯路,波音787-10,B787
HND,全日本空輸,倫敦-希斯路,巴西航太工業 E190-E2,E190
HND,全日本空輸,倫敦-希斯路,波音767-381ER(BCF),B767
HND,全日本空輸,倫敦-希斯路,波音767-316/381F,B767
HND,全日本空輸,倫敦-希斯路,波音777-F,B777
HND,全日本空輸,倫敦-希斯路,波音777-8F,B777
HND,全日本空輸,上海-浦東,空中巴士A320-271N,A320
HND,全日本空輸,上海-浦東,空中巴士A321-211,A321
HND,全日本空輸,上海-浦東,空中巴士A321-272N,A321
HND,全日本空輸,上海-浦東,空中巴士A380-841,A380
HND,全日本空輸,上海-浦東,波音737-881/8AL(WL),B737
HND,全日本空輸,上海-浦東,波音737 MAX 8,B737
HND,全日本空輸,上海-浦東,波音767-381ER,B767
HND,全日本空輸,上海-浦東,波音777-281,B777
HND,全日本空輸,上海-浦東,波音777-281ER,B777
HND,全日本空輸,上海-浦東,波音777-381,B777
HND,全日本空輸,上海-浦東,波音777-300/381ER,B777
HND,全日本空輸,上海-浦東,波音777-9,B777
HND,全日本空輸,上海-浦東,波音787-8,B787
HND,全日本空輸,上海-浦東,波音787-9,B787
HND,全日本空輸,上海-浦東,波音787-10,B787
HND,全日本空輸,上海-浦東,巴西航太工業 E190-E2,E190
HND,全日本空輸,上海-浦東,波音767-381ER(BCF),B767
HND,全日本空輸,上海-浦東,波音767-316/381F,B767
HND,全日本空輸,上海-浦東,波音777-F,B777
HND,全日本空輸,上海-浦東,波音777-8F,B777
HND,全日本空輸,北京-首都,空中巴士A320-271N,A320
HND,全日本空輸,北京-首都,空中巴士A321-211,A321
HND,全日本空輸,北京-首都,空中巴士A321-272N,A321
HND,全日本空輸,北京-首都,空中巴士A380-841,A380
HND,全日本空輸,北京-首都,波音737-881/8AL(WL),B737
HND,全日本空輸,北京-首都,波音737 MAX 8,B737
HND,全日本空輸,北京-首都,波音767-381ER,B767
HND,全日本空輸,北京-首都,波音777-281,B777
HND,全日本空輸,北京-首都,波音777-281ER,B777
HND,全日本空輸,北京-首都,波音777-381,B777
HND,全日本空輸,北京-首都,波音777-300/381ER,B777
HND,全日本空輸,北京-首都,波音777-9,B777
HND,全日本空輸,北京-首都,波音787-8,B787
HND,全日本空輸,北京-首都,波音787-9,B787
HND,全日本空輸,北京-首都,波音787-10,B787
HND,全日本空輸,北京-首都,巴西航太工業 E190-E2,E190
HND,全日本空輸,北京-首都,波音767-381ER(BCF),B767
HND,全日本空輸,北京-首都,波音767-316/381F,B767
HND,全日本空輸,北京-首都,波音777-F,B777
HND,全日本空輸,北京-首都,波音777-8F,B777
HND,全日本空輸,青島,空中巴士A320-271N,A320
HND,全日本空輸,青島,空中巴士A321-211,A321
HND,全日本空輸,青島,空中巴士A321-272N,A321
HND,全日本空輸,青島,空中巴士A380-841,A380
HND,全日本空輸,青島,波音737-881/8AL(WL),B737
HND,全日本空輸,青島,波音737 MAX 8,B737
HND,全日本空輸,青島,波音767-381ER,B767
HND,全日本空輸,青島,波音777-281,B777
HND,全日本空輸,青島,波音777-281ER,B777
HND,全日本空輸,青島,波音777-381,B777
HND,全日本空輸,青島,波音777-300/381ER,B777
HND,全日本空輸,青島,波音777-9,B777
HND,全日本空輸,青島,波音787-8,B787
HND,全日本空輸,青島,波音787-9,B787
HND,全日本空輸,青島,波音787-10,B787
HND,全日本空輸,青島,巴西航太工業 E190-E2,E190
HND,全日本空輸,青島,波音767-381ER(BCF),B767
HND,全日本空輸,青島,波音767-316/381F,B767
HND,全日本空輸,青島,波音777-F,B777
HND,全日本空輸,青島,波音777-8F,B777
HND,全日本空輸,馬尼拉,空中巴士A320-271N,A320
HND,全日本空輸,馬尼拉,空中巴士A321-211,A321
HND,全日本空輸,馬尼拉,空中巴士A321-272N,A321
HND,全日本空輸,馬尼拉,空中巴士A380-841,A380
HND,全日本空輸,馬尼拉,波音737-881/8AL(WL),B737
HND,全日本空輸,馬尼拉,波音737 MAX 8,B737
HND,全日本空輸,馬尼拉,波音767-381ER,B767
HND,全日本空輸,馬尼拉,波音777-281,B777
HND,全日本空輸,馬尼拉,波音777-281ER,B777
HND,全日本空輸,馬尼拉,波音777-381,B777
HND,全日本空輸,馬尼拉,波音777-300/381ER,B777
HND,全日本空輸,馬尼拉,波音777-9,B777
HND,全日本空輸,馬尼拉,波音787-8,B787
HND,全日本空輸,馬尼拉,波音787-9,B787
HND,全日本空輸,馬尼拉,波音787-10,B787
HND,全日本空輸,馬尼拉,巴西航太工業 E190-E2,E190
HND,全日本空輸,馬尼拉,波音767-381ER(BCF),B767
HND,全日本空輸,馬尼拉,波音767-316/381F,B767
HND,全日本空輸,馬尼拉,波音777-F,B777
HND,全日本空輸,馬尼拉,波音777-8F,B777
HND,全日本空輸,胡志明市,空中巴士A320-271N,A320
HND,全日本空輸,胡志明市,空中巴士A321-211,A321
HND,全日本空輸,胡志明市,空中巴士A321-272N,A321
HND,全日本空輸,胡志明市,空中巴士A380-841,A380
HND,全日本空輸,胡志明市,波音737-881/8AL(WL),B737
HND,全日本空輸,胡志明市,波音737 MAX 8,B737
HND,全日本空輸,胡志明市,波音767-381ER,B767
HND,全日本空輸,胡志明市,波音777-281,B777
HND,全日本空輸,胡志明市,波音777-281ER,B777
HND,全日本空輸,胡志明市,波音777-381,B777
HND,全日本空輸,胡志明市,波音777-300/381ER,B777
HND,全日本空輸,胡志明市,波音777-9,B777
HND,全日本空輸,胡志明市,波音787-8,B787
HND,全日本空輸,胡志明市,波音787-9,B787
HND,全日本空輸,胡志明市,波音787-10,B787
HND,全日本空輸,胡志明市,巴西航太工業 E190-E2,E190
HND,全日本空輸,胡志明市,波音767-381ER(BCF),B767
HND,全日本空輸,胡志明市,波音767-316/381F,B767
HND,全日本空輸,胡志明市,波音777-F,B777
HND,全日本空輸,胡志明市,波音777-8F,B777
HND,全日本空輸,吉隆玻,空中巴士A320-271N,A320
HND,全日本空輸,吉隆玻,空中巴士A321-211,A321
HND,全日本空輸,吉隆玻,空中巴士A321-272N,A321
HND,全日本空輸,吉隆玻,空中巴士A380-841,A380
HND,全日本空輸,吉隆玻,波音737-881/8AL(WL),B737
HND,全日本空輸,吉隆玻,波音737 MAX 8,B737
HND,全日本空輸,吉隆玻,波音767-381ER,B767
HND,全日本空輸,吉隆玻,波音777-281,B777
HND,全日本空輸,吉隆玻,波音777-281ER,B777
HND,全日本空輸,吉隆玻,波音777-381,B777
HND,全日本空輸,吉隆玻,波音777-300/381ER,B777
HND,全日本空輸,吉隆玻,波音777-9,B777
HND,全日本空輸,吉隆玻,波音787-8,B787
HND,全日本空輸,吉隆玻,波音787-9,B787
HND,全日本空輸,吉隆玻,波音787-10,B787
HND,全日本空輸,吉隆玻,巴西航太工業 E190-E2,E190
HND,全日本空輸,吉隆玻,波音767-381ER(BCF),B767
HND,全日本空輸,吉隆玻,波音767-316/381F,B767
HND,全日本空輸,吉隆玻,波音777-F,B777
HND,全日本空輸,吉隆玻,波音777-8F,B777
HND,全日本空輸,德里,空中巴士A320-271N,A320
HND,全日本空輸,德里,空中巴士A321-211,A321
HND,全日本空輸,德里,空中巴士A321-272N,A321
HND,全日本空輸,德里,空中巴士A380-841,A380
HND,全日本空輸,德里,波音737-881/8AL(WL),B737
HND,全日本空輸,德里,波音737 MAX 8,B737
HND,全日本空輸,德里,波音767-381ER,B767
HND,全日本空輸,德里,波音777-281,B777
HND,全日本空輸,德里,波音777-281ER,B777
HND,全日本空輸,德里,波音777-381,B777
HND,全日本空輸,德里,波音777-300/381ER,B777
HND,全日本空輸,德里,波音777-9,B777
HND,全日本空輸,德里,波音787-8,B787
HND,全日本空輸,德里,波音787-9,B787
HND,全日本空輸,德里,波音787-10,B787
HND,全日本空輸,德里,巴西航太工業 E190-E2,E190
HND,全日本空輸,德里,波音767-381ER(BCF),B767
HND,全日本空輸,德里,波音767-316/381F,B767
HND,全日本空輸,德里,波音777-F,B777
HND,全日本空輸,德里,波音777-8F,B777
HND,全日本空輸,侯斯頓-洲際,空中巴士A320-271N,A320
HND,全日本空輸,侯斯頓-洲際,空中巴士A321-211,A321
HND,全日本空輸,侯斯頓-洲際,空中巴士A321-272N,A321
HND,全日本空輸,侯斯頓-洲際,空中巴士A380-841,A380
HND,全日本空輸,侯斯頓-洲際,波音737-881/8AL(WL),B737
HND,全日本空輸,侯斯頓-洲際,波音737 MAX 8,B737
HND,全日本空輸,侯斯頓-洲際,波音767-381ER,B767
HND,全日本空輸,侯斯頓-洲際,波音777-281,B777
HND,全日本空輸,侯斯頓-洲際,波音777-281ER,B777
HND,全日本空輸,侯斯頓-洲際,波音777-381,B777
HND,全日本空輸,侯斯頓-洲際,波音777-300/381ER,B777
HND,全日本空輸,侯斯頓-洲際,波音777-9,B777
HND,全日本空輸,侯斯頓-洲際,波音787-8,B787
HND,全日本空輸,侯斯頓-洲際,波音787-9,B787
HND,全日本空輸,侯斯頓-洲際,波音787-10,B787
HND,全日本空輸,侯斯頓-洲際,巴西航太工業 E190-E2,E190
HND,全日本空輸,侯斯頓-洲際,波音767-381ER(BCF),B767
HND,全日本空輸,侯斯頓-洲際,波音767-316/381F,B767
HND,全日本空輸,侯斯頓-洲際,波音777-F,B777
HND,全日本空輸,侯斯頓-洲際,波音777-8F,B777
HND,全日本空輸,芝加哥-奧黑爾,空中巴士A320-271N,A320
HND,全日本空輸,芝加哥-奧黑爾,空中巴士A321-211,A321
HND,全日本空輸,芝加哥-奧黑爾,空中巴士A321-272N,A321
HND,全日本空輸,芝加哥-奧黑爾,空中巴士A380-841,A380
HND,全日本空輸,芝加哥-奧黑爾,波音737-881/8AL(WL),B737
HND,全日本空輸,芝加哥-奧黑爾,波音737 MAX 8,B737
HND,全日本空輸,芝加哥-奧黑爾,波音767-381ER,B767
HND,全日本空輸,芝加哥-奧黑爾,波音777-281,B777
HND,全日本空輸,芝加哥-奧黑爾,波音777-281ER,B777
HND,全日本空輸,芝加哥-奧黑爾,波音777-381,B777
HND,全日本空輸,芝加哥-奧黑爾,波音777-300/381ER,B777
HND,全日本空輸,芝加哥-奧黑爾,波音777-9,B777
HND,全日本空輸,芝加哥-奧黑爾,波音787-8,B787
HND,全日本空輸,芝加哥-奧黑爾,波音787-9,B787
HND,全日本空輸,芝加哥-奧黑爾,波音787-10,B787
HND,全日本空輸,芝加哥-奧黑爾,巴西航太工業 E190-E2,E190
HND,全日本空輸,芝加哥-奧黑爾,波音767-381ER(BCF),B767
HND,全日本空輸,芝加哥-奧黑爾,波音767-316/381F,B767
HND,全日本空輸,芝加哥-奧黑爾,波音777-F,B777
HND,全日本空輸,芝加哥-奧黑爾,波音777-8F,B777
HND,全日本空輸,三藩市,空中巴士A320-271N,A320
HND,全日本空輸,三藩市,空中巴士A321-211,A321
HND,全日本空輸,三藩市,空中巴士A321-272N,A321
HND,全日本空輸,三藩市,空中巴士A380-841,A380
HND,全日本空輸,三藩市,波音737-881/8AL(WL),B737
HND,全日本空輸,三藩市,波音737 MAX 8,B737
HND,全日本空輸,三藩市,波音767-381ER,B767
HND,全日本空輸,三藩市,波音777-281,B777
HND,全日本空輸,三藩市,波音777-281ER,B777
HND,全日本空輸,三藩市,波音777-381,B777
HND,全日本空輸,三藩市,波音777-300/381ER,B777
HND,全日本空輸,三藩市,波音777-9,B777
HND,全日本空輸,三藩市,波音787-8,B787
HND,全日本空輸,三藩市,波音787-9,B787
HND,全日本空輸,三藩市,波音787-10,B787
HND,全日本空輸,三藩市,巴西航太工業 E190-E2,E190
HND,全日本空輸,三藩市,波音767-381ER(BCF),B767
HND,全日本空輸,三藩市,波音767-316/381F,B767
HND,全日本空輸,三藩市,波音777-F,B777
HND,全日本空輸,三藩市,波音777-8F,B777
HND,全日本空輸,西雅圖,空中巴士A320-271N,A320
HND,全日本空輸,西雅圖,空中巴士A321-211,A321
HND,全日本空輸,西雅圖,空中巴士A321-272N,A321
HND,全日本空輸,西雅圖,空中巴士A380-841,A380
HND,全日本空輸,西雅圖,波音737-881/8AL(WL),B737
HND,全日本空輸,西雅圖,波音737 MAX 8,B737
HND,全日本空輸,西雅圖,波音767-381ER,B767
HND,全日本空輸,西雅圖,波音777-281,B777
HND,全日本空輸,西雅圖,波音777-281ER,B777
HND,全日本空輸,西雅圖,波音777-381,B777
HND,全日本空輸,西雅圖,波音777-300/381ER,B777
HND,全日本空輸,西雅圖,波音777-9,B777
HND,全日本空輸,西雅圖,波音787-8,B787
HND,全日本空輸,西雅圖,波音787-9,B787
HND,全日本空輸,西雅圖,波音787-10,B787
HND,全日本空輸,西雅圖,巴西航太工業 E190-E2,E190
HND,全日本空輸,西雅圖,波音767-381ER(BCF),B767
HND,全日本空輸,西雅圖,波音767-316/381F,B767
HND,全日本空輸,西雅圖,波音777-F,B777
HND,全日本空輸,西雅圖,波音777-8F,B777
HND,全日本空輸,洛杉磯,空中巴士A320-271N,A320
HND,全日本空輸,洛杉磯,空中巴士A321-211,A321
HND,全日本空輸,洛杉磯,空中巴士A321-272N,A321
HND,全日本空輸,洛杉磯,空中巴士A380-841,A380
HND,全日本空輸,洛杉磯,波音737-881/8AL(WL),B737
HND,全日本空輸,洛杉磯,波音737 MAX 8,B737
HND,全日本空輸,洛杉磯,波音767-381ER,B767
HND,全日本空輸,洛杉磯,波音777-281,B777
HND,全日本空輸,洛杉磯,波音777-281ER,B777
HND,全日本空輸,洛杉磯,波音777-381,B777
HND,全日本空輸,洛杉磯,波音777-300/381ER,B777
HND,全日本空輸,洛杉磯,波音777-9,B777
HND,全日本空輸,洛杉磯,波音787-8,B787
HND,全日本空輸,洛杉磯,波音787-9,B787
HND,全日本空輸,洛杉磯,波音787-10,B787
HND,全日本空輸,洛杉磯,巴西航太工業 E190-E2,E190
HND,全日本空輸,洛杉磯,波音767-381ER(BCF),B767
HND,全日本空輸,洛杉磯,波音767-316/381F,B767
HND,全日本空輸,洛杉磯,波音777-F,B777
HND,全日本空輸,洛杉磯,波音777-8F,B777
HND,全日本空輸,華盛頓-杜勒斯,空中巴士A320-271N,A320
HND,全日本空輸,華盛頓-杜勒斯,空中巴士A321-211,A321
HND,全日本空輸,華盛頓-杜勒斯,空中巴士A321-272N,A321
HND,全日本空輸,華盛頓-杜勒斯,空中巴士A380-841,A380
HND,全日本空輸,華盛頓-杜勒斯,波音737-881/8AL(WL),B737
HND,全日本空輸,華盛頓-杜勒斯,波音737 MAX 8,B737
HND,全日本空輸,華盛頓-杜勒斯,波音767-381ER,B767
HND,全日本空輸,華盛頓-杜勒斯,波音777-281,B777
HND,全日本空輸,華盛頓-杜勒斯,波音777-281ER,B777
HND,全日本空輸,華盛頓-杜勒斯,波音777-381,B777
HND,全日本空輸,華盛頓-杜勒斯,波音777-300/381ER,B777
HND,全日本空輸,華盛頓-杜勒斯,波音777-9,B777
HND,全日本空輸,華盛頓-杜勒斯,波音787-8,B787
HND,全日本空輸,華盛頓-杜勒斯,波音787-9,B787
HND,全日本空輸,華盛頓-杜勒斯,波音787-10,B787
HND,全日本空輸,華盛頓-杜勒斯,巴西航太工業 E190-E2,E190
HND,全日本空輸,華盛頓-杜勒斯,波音767-381ER(BCF),B767
HND,全日本空輸,華盛頓-杜勒斯,波音767-316/381F,B767
HND,全日本空輸,華盛頓-杜勒斯,波音777-F,B777
HND,全日本空輸,華盛頓-杜勒斯,波音777-8F,B777
HND,天馬航空,札幌-新千歲,波音737-800,B737
HND,天馬航空,札幌-新千歲,波音737 MAX 8,B737
HND,天馬航空,札幌-新千歲,波音737 MAX 10,B737
HND,天馬航空,沖繩,波音737-800,B737
HND,天馬航空,沖繩,波音737 MAX 8,B737
HND,天馬航空,沖繩,波音737 MAX 10,B737
HND,天馬航空,神戶,波音737-800,B737
HND,天馬航空,神戶,波音737 MAX 8,B737
HND,天馬航空,神戶,波音737 MAX 10,B737
HND,天馬航空,鹿兒島,波音737-800,B737
HND,天馬航空,鹿兒島,波音737 MAX 8,B737
HND,天馬航空,鹿兒島,波音737 MAX 10,B737
HND,天馬航空,福岡,波音737-800,B737
HND,天馬航空,福岡,波音737 MAX 8,B737
HND,天馬航空,福岡,波音737 MAX 10,B737
HND,天馬航空,宮古,波音737-800,B737
HND,天馬航空,宮古,波音737 MAX 8,B737
HND,天馬航空,宮古,波音737 MAX 10,B737
